,input_size,insertion_time,checking_time,fpr,cpr,uniform,independent
0,10000,0.08318042755126953,0.07736945152282715,1.467177336307634e-15,69.31471805599453,True,True
1,20000,0.1644608974456787,0.15453600883483887,2.300651395246762e-10,34.657359027997266,True,True
2,30000,0.24593138694763184,0.23250508308410645,1.2222437195521106e-07,23.104906018664842,True,True
3,40000,0.3316929340362549,0.31142091751098633,6.5742267999617195e-06,17.328679513998633,True,True
4,50000,0.4110984802246094,0.38613057136535645,0.0001037524372314787,13.862943611198906,True,True
5,60000,0.49716639518737793,0.46636128425598145,0.0007711340324141365,11.552453009332421,True,True
6,70000,0.5752859115600586,0.5417327880859375,0.0034717410113948117,9.90210257942779,True,True
7,80000,0.6550498008728027,0.6177210807800293,0.010994718423320879,8.664339756999317,True,True
8,90000,0.736473560333252,0.6954431533813477,0.026953789924104892,7.701635339554947,True,True
9,100000,0.8211348056793213,0.7724349498748779,0.05457010043109232,6.931471805599453,True,True
10,110000,0.9092738628387451,0.8559505939483643,0.09549007379115233,6.301338005090412,True,True
11,120000,0.9839422702789307,0.9270217418670654,0.14926992863237837,5.7762265046662105,True,True
12,130000,1.0697970390319824,1.0057082176208496,0.2136255471110144,5.331901388922656,True,True
13,140000,1.1615288257598877,1.087456464767456,0.285146875140984,4.951051289713895,True,True
14,150000,1.2345397472381592,1.1605234146118164,0.3600963592177317,4.620981203732969,True,True
15,160000,1.3158776760101318,1.2358379364013672,0.435036454891234,4.332169878499658,True,True
16,170000,1.4133949279785156,1.3253207206726074,0.507196221493537,4.077336356234972,True,True
17,180000,1.482459545135498,1.3966269493103027,0.5746011373791569,3.8508176697774736,True,True
18,190000,1.5557100772857666,1.4697532653808594,0.636038703382431,3.6481430555786596,True,True
19,200000,1.644463062286377,1.5459856986999512,0.6909354074385894,3.4657359027997265,True,True
20,210000,1.7250523567199707,1.6243524551391602,0.7392028185777623,3.3007008598092633,True,True
21,220000,1.8043763637542725,1.7031471729278564,0.7810886862254123,3.150669002545206,True,True
22,230000,1.8966245651245117,1.7816550731658936,0.8170508621827298,3.0136833937388925,True,True
23,240000,1.9809980392456055,1.8695828914642334,0.847659745377125,2.8881132523331052,True,True
24,250000,2.0513365268707275,1.9383206367492676,0.8735280925770774,2.772588722239781,True,True
25,260000,2.1293110847473145,2.016371726989746,0.8952639060161626,2.665950694461328,True,True
26,270000,2.2181396484375,2.0946125984191895,0.9134412391292632,2.5672117798516494,True,True
27,280000,2.3074471950531006,2.1809897422790527,0.9285840737794647,2.4755256448569476,True,True
28,290000,2.379363536834717,2.2514286041259766,0.9411592289625401,2.3901626915860184,True,True
29,300000,2.460130214691162,2.3259196281433105,0.9515751761003047,2.3104906018664844,True,True
30,310000,2.547605037689209,2.4050474166870117,0.9601844722174128,2.2359586469675654,True,True
31,320000,2.6267380714416504,2.4811792373657227,0.9672882086704212,2.166084939249829,True,True
32,330000,2.7056877613067627,2.5527279376983643,0.9731414000488474,2.100446001696804,True,True
33,340000,2.7832183837890625,2.6363298892974854,0.9779586234762646,2.038668178117486,True,True
34,350000,2.9070489406585693,2.7173376083374023,0.9819194900739251,1.980420515885558,True,True
35,360000,2.953660011291504,2.782118797302246,0.9851737151049985,1.9254088348887368,True,True
36,370000,3.042289972305298,2.859938859939575,0.9878456747848058,1.8733707582701224,True,True
37,380000,3.1057093143463135,2.9400928020477295,0.99003841455936,1.8240715277893298,True,True
38,390000,3.1948039531707764,3.025820255279541,0.9918371198621726,1.7773004629742186,True,True
39,400000,3.2786993980407715,3.098386526107788,0.9933120861499046,1.7328679513998633,True,True
40,410000,3.3749027252197266,3.170982837677002,0.9945212375800171,1.6906028794145007,True,True
41,420000,3.437331438064575,3.249992847442627,0.9955122479760098,1.6503504299046317,True,True
42,430000,3.517507553100586,3.331500291824341,0.9963243170575402,1.61197018734871,True,True
43,440000,3.5986876487731934,3.40610933303833,0.9969896514837899,1.575334501272603,True,True
44,450000,3.723130941390991,3.505279064178467,0.997534695472879,1.5403270679109895,True,True
45,460000,3.765946388244629,3.5636250972747803,0.997981150490381,1.5068416968694462,True,True
46,470000,3.841088056564331,3.6365790367126465,0.9983468182652304,1.4747812352339262,True,True
47,480000,3.94937801361084,3.7106707096099854,0.9986462964806369,1.4440566261665526,True,True
48,490000,4.01421856880188,3.7970521450042725,0.9988915520442008,1.4145860827753987,True,True
49,500000,4.126970052719116,3.8687617778778076,0.9990923929172821,1.3862943611198906,True,True
50,510000,4.176684141159058,3.944068193435669,0.9992568560779739,1.3591121187449908,True,True
51,520000,4.3359808921813965,4.060366630554199,0.9993915262735503,1.332975347230664,True,True
52,530000,4.34400486946106,4.1043946743011475,0.9995017977411704,1.3078248689810288,True,True
53,540000,4.418941974639893,4.179989337921143,0.9995920889886508,1.2836058899258247,True,True
54,550000,4.505934000015259,4.261077642440796,0.9996660189787777,1.2602676010180824,True,True
55,560000,4.5821921825408936,4.3318891525268555,0.9997265516026629,1.2377628224284738,True,True
56,570000,4.663217544555664,4.418659925460815,0.9997761141159351,1.2160476851928865,True,True
57,580000,4.742764949798584,4.49221396446228,0.999816694207658,1.1950813457930092,True,True
58,590000,4.831160545349121,4.562616348266602,0.9998499195417103,1.1748257297626192,True,True
59,600000,4.910116672515869,4.6403021812438965,0.9998771229254244,1.1552453009332422,True,True
60,610000,5.001185655593872,4.716767311096191,0.9998993956957554,1.1363068533769596,True,True
61,620000,5.073208570480347,4.7953643798828125,0.9999176314486967,1.1179793234837827,True,True
62,630000,5.146246433258057,4.867093801498413,0.9999325618556658,1.100233619936421,True,True
63,640000,5.252395153045654,4.956939935684204,0.9999447859966905,1.0830424696249146,True,True
64,650000,5.317451238632202,5.033132076263428,0.9999547943825742,1.0663802777845313,True,True
