,input_size,insertion_time,checking_time,fpr,cpr,uniform,independent
0,10000,0.1027224063873291,0.09530472755432129,4.1647566425328407e-17,69.31471805599453,True,True
1,20000,0.2046949863433838,0.19150424003601074,7.460577199090351e-11,34.657359027997266,True,True
2,30000,0.3090498447418213,0.28946924209594727,1.14368902527265e-07,23.104906018664842,True,True
3,40000,0.41020894050598145,0.38546061515808105,1.0471234469067592e-05,17.328679513998633,True,True
4,50000,0.5118710994720459,0.4805896282196045,0.00021616055262825226,13.862943611198906,True,True
5,60000,0.6142692565917969,0.574533224105835,0.0018142892728955275,11.552453009332421,True,True
6,70000,0.7181575298309326,0.6712934970855713,0.008461983578198305,9.90210257942779,True,True
7,80000,0.8188104629516602,0.7683970928192139,0.026375059092315533,8.664339756999317,True,True
8,90000,0.9262757301330566,0.8669569492340088,0.06176347988120995,7.701635339554947,True,True
9,100000,1.0221927165985107,0.9584834575653076,0.11750644526878452,6.931471805599453,True,True
10,110000,1.1346025466918945,1.061671257019043,0.19174894267115444,6.301338005090412,True,True
11,120000,1.2243804931640625,1.1497445106506348,0.2789481034597247,5.7762265046662105,True,True
12,130000,1.326470136642456,1.2450246810913086,0.3720791961513562,5.331901388922656,True,True
13,140000,1.4316134452819824,1.3428499698638916,0.46460490260555515,4.951051289713895,True,True
14,150000,1.535102128982544,1.4403278827667236,0.5515804678087607,4.620981203732969,True,True
15,160000,1.6394128799438477,1.5339078903198242,0.6299365552329662,4.332169878499658,True,True
16,170000,1.7524492740631104,1.6288564205169678,0.6982530891217686,4.077336356234972,True,True
17,180000,1.8609700202941895,1.7362098693847656,0.7563288151347647,3.8508176697774736,True,True
18,190000,1.9583590030670166,1.826012134552002,0.8047420724171735,3.6481430555786596,True,True
19,200000,2.051755666732788,1.9168975353240967,0.8444930806151211,3.4657359027997265,True,True
20,210000,2.1475298404693604,2.0204482078552246,0.876750013551185,3.3007008598092633,True,True
21,220000,2.2549991607666016,2.107445001602173,0.9026877043232072,3.150669002545206,True,True
22,230000,2.3706483840942383,2.221799850463867,0.9233966328292308,3.0136833937388925,True,True
23,240000,2.4697887897491455,2.3119373321533203,0.9398399029595449,2.8881132523331052,True,True
24,250000,2.5571515560150146,2.400707244873047,0.9528402703071515,2.772588722239781,True,True
25,260000,2.6545519828796387,2.4943764209747314,0.9630843672055808,2.665950694461328,True,True
26,270000,2.7610766887664795,2.5997185707092285,0.9711356288411792,2.5672117798516494,True,True
27,280000,2.8557050228118896,2.6799159049987793,0.9774506742012894,2.4755256448569476,True,True
28,290000,2.9594924449920654,2.7872183322906494,0.982396123983844,2.3901626915860184,True,True
29,300000,3.065211296081543,2.8827967643737793,0.9862642734869284,2.3104906018664844,True,True
30,310000,3.1631598472595215,2.9748172760009766,0.9892869148460942,2.2359586469675654,True,True
31,320000,3.2590341567993164,3.0637733936309814,0.9916471081867346,2.166084939249829,True,True
32,330000,3.3637545108795166,3.1660149097442627,0.9934889719217708,2.100446001696804,True,True
33,340000,3.472339630126953,3.2588608264923096,0.9949256912355862,2.038668178117486,True,True
34,350000,3.603099822998047,3.385246515274048,0.9960459907259299,1.980420515885558,True,True
35,360000,3.6686933040618896,3.4483659267425537,0.9969193195717736,1.9254088348887368,True,True
36,370000,3.7856743335723877,3.552438735961914,0.9975999778924426,1.8733707582701224,True,True
37,380000,3.917987108230591,3.640288829803467,0.998130384127564,1.8240715277893298,True,True
38,390000,3.9905874729156494,3.738849401473999,0.9985436524315883,1.7773004629742186,True,True
39,400000,4.1010966300964355,3.8336586952209473,0.9988656198868529,1.7328679513998633,True,True
40,410000,4.185762882232666,3.9266610145568848,0.9991164374229551,1.6906028794145007,True,True
41,420000,4.289005279541016,4.022747755050659,0.9993118161950538,1.6503504299046317,True,True
42,430000,4.424083471298218,4.136605978012085,0.9994640027410642,1.61197018734871,True,True
43,440000,4.503161430358887,4.214104413986206,0.9995825411535717,1.575334501272603,True,True
44,450000,4.601379632949829,4.313107967376709,0.9996748683105245,1.5403270679109895,True,True
45,460000,4.720272779464722,4.40822172164917,0.9997467784432824,1.5068416968694462,True,True
46,470000,4.8034446239471436,4.5014917850494385,0.9998027855506244,1.4747812352339262,True,True
47,480000,4.912578582763672,4.613701105117798,0.9998464060160366,1.4440566261665526,True,True
48,490000,5.020445108413696,4.694953441619873,0.9998803789341499,1.4145860827753987,True,True
49,500000,5.12005090713501,4.794954776763916,0.9999068378369628,1.3862943611198906,True,True
50,510000,5.23982572555542,4.904214859008789,0.9999274445167661,1.3591121187449908,True,True
51,520000,5.32162618637085,4.979051828384399,0.9999434932975257,1.332975347230664,True,True
52,530000,5.41451358795166,5.076051235198975,0.9999559922718291,1.3078248689810288,True,True
53,540000,5.541733741760254,5.180289030075073,0.9999657265866936,1.2836058899258247,True,True
54,550000,5.625915288925171,5.273664474487305,0.9999733077417452,1.2602676010180824,True,True
55,560000,5.719975471496582,5.360527753829956,0.999979211989453,1.2377628224284738,True,True
56,570000,5.846270561218262,5.459516525268555,0.9999838102453742,1.2160476851928865,True,True
57,580000,5.952049016952515,5.5597734451293945,0.9999873913847466,1.1950813457930092,True,True
58,590000,6.0375895500183105,5.653178930282593,0.9999901803874204,1.1748257297626192,True,True
59,600000,6.143430233001709,5.752328395843506,0.9999923524700609,1.1552453009332422,True,True
60,610000,6.237637996673584,5.855397939682007,0.9999940440928593,1.1363068533769596,True,True
61,620000,6.334962606430054,5.94429349899292,0.9999953615319205,1.1179793234837827,True,True
62,630000,6.438870429992676,6.03437876701355,0.9999963875556475,1.100233619936421,True,True
63,640000,6.571826934814453,6.182450532913208,0.9999971866244309,1.0830424696249146,True,True
64,650000,6.683936595916748,6.230881690979004,0.9999978089402504,1.0663802777845313,True,True
65,660000,6.74244236946106,6.325501203536987,0.9999982936005548,1.050223000848402,True,True
66,670000,6.8393189907073975,6.410176992416382,0.9999986710545337,1.0345480306864856,True,True
67,680000,6.951344013214111,6.511171817779541,0.9999989650160854,1.019334089058743,True,True
68,690000,7.050161838531494,6.618898391723633,0.9999991939536269,1.0045611312462974,True,True
69,700000,7.14363956451416,6.6963560581207275,0.9999993722504009,0.990210257942779,True,True
70,710000,7.25634503364563,6.80527925491333,0.9999995111080878,0.9762636345914723,True,True
71,720000,7.348114252090454,6.926821231842041,0.9999996192505766,0.9627044174443684,True,True
72,730000,7.467508554458618,7.00449275970459,0.9999997034720373,0.9495166856985552,True,True
73,740000,7.574888706207275,7.086825132369995,0.9999997690637833,0.9366853791350612,True,True
74,750000,7.671553373336792,7.1899495124816895,0.9999998201466889,0.9241962407465937,True,True
75,760000,7.814265727996826,7.3034446239471436,0.9999998599300982,0.9120357638946649,True,True
76,770000,7.9046220779418945,7.406229019165039,0.9999998909134492,0.9001911435843445,True,True
77,780000,8.034200429916382,7.514936447143555,0.999999915043309,0.8886502314871093,True,True
78,790000,8.1166410446167,7.607972621917725,0.9999999338356614,0.8774014943796776,True,True
79,800000,8.20998215675354,7.675947666168213,0.9999999484711617,0.8664339756999316,True,True
80,810000,8.359106540679932,7.827236652374268,0.9999999598692992,0.8557372599505497,True,True
81,820000,8.410054206848145,7.885438919067383,0.9999999687461787,0.8453014397072504,True,True
82,830000,8.489733695983887,7.969455242156982,0.9999999756594985,0.8351170850119822,True,True
83,840000,8.625175476074219,8.063690423965454,0.9999999810435999,0.8251752149523158,True,True
84,850000,8.712008237838745,8.1798996925354,0.99999998523674,0.8154672712469945,True,True
85,860000,8.839960098266602,8.255625247955322,0.9999999885023612,0.805985093674355,True,True
86,870000,8.917457818984985,8.363524198532104,0.9999999910456294,0.7967208971953395,True,True
87,880000,9.01937198638916,8.451350927352905,0.9999999930263311,0.7876672506363015,True,True
88,890000,9.109444618225098,8.520065307617188,0.9999999945689,0.7788170568089273,True,True
89,900000,9.188588380813599,8.641547918319702,0.9999999957702557,0.7701635339554948,True,True
90,910000,9.322587966918945,8.740766286849976,0.9999999967058711,0.7617001984175223,True,True
91,920000,9.475488901138306,8.835468292236328,0.9999999974345299,0.7534208484347231,True,True
92,930000,9.569681167602539,8.917843341827393,0.9999999980020093,0.7453195489891885,True,True
93,940000,9.633537530899048,9.010016441345215,0.9999999984439641,0.7373906176169631,True,True
94,950000,9.7599356174469,9.123109102249146,0.9999999987881583,0.7296286111157319,True,True
95,960000,9.847547054290771,9.21901822090149,0.9999999990562161,0.7220283130832763,True,True
96,970000,9.976328611373901,9.310383796691895,0.9999999992649796,0.7145847222267477,True,True
97,980000,10.04155421257019,9.426172256469727,0.9999999994275662,0.7072930413876993,True,True
98,990000,10.15086841583252,9.497586965560913,0.9999999995541872,0.700148667232268,True,True
99,1000000,10.235787391662598,9.603007078170776,0.9999999996528027,0.6931471805599453,True,True
