,input_size,insertion_time,checking_time,fpr,cpr,uniform,independent
0,10000,0.023481130599975586,0.02222275733947754,2.7592395203899934e-07,69.31471805599453,True,True
1,20000,0.0466766357421875,0.044219970703125,7.80424840514035e-06,34.657359027997266,True,True
2,30000,0.06992101669311523,0.06752157211303711,5.243620327414909e-05,23.104906018664842,True,True
3,40000,0.09373140335083008,0.08901572227478027,0.00019571344088502356,17.328679513998633,True,True
4,50000,0.1166086196899414,0.1106412410736084,0.000529563356184331,13.862943611198906,True,True
5,60000,0.13947176933288574,0.13323450088500977,0.0011695595382645312,11.552453009332421,True,True
6,70000,0.16355013847351074,0.15539813041687012,0.0022459744665616864,9.90210257942779,True,True
7,80000,0.18602681159973145,0.17683148384094238,0.003894598608662793,8.664339756999317,True,True
8,90000,0.2093355655670166,0.19823527336120605,0.006248449384277929,7.701635339554947,True,True
9,100000,0.23233580589294434,0.22155547142028809,0.009430929226122473,6.931471805599453,True,True
10,110000,0.2553999423980713,0.24306178092956543,0.013550629475782765,6.301338005090412,True,True
11,120000,0.2796344757080078,0.26555323600769043,0.01869775451522198,5.7762265046662105,True,True
12,130000,0.30205798149108887,0.286562442779541,0.024942013909857466,5.331901388922656,True,True
13,140000,0.32540464401245117,0.31028175354003906,0.03233176763296942,4.951051289713895,True,True
14,150000,0.3482215404510498,0.33202624320983887,0.040894188143892,4.620981203732969,True,True
15,160000,0.37654852867126465,0.35462284088134766,0.050636207469418,4.332169878499658,True,True
16,170000,0.3967258930206299,0.3762342929840088,0.06154603666481275,4.077336356234972,True,True
17,180000,0.41823911666870117,0.3990962505340576,0.07359507181359268,3.8508176697774736,True,True
18,190000,0.44307637214660645,0.4185984134674072,0.0867400302831672,3.6481430555786596,True,True
19,200000,0.4647672176361084,0.44252753257751465,0.10092519027486131,3.4657359027997265,True,True
20,210000,0.49022960662841797,0.4625117778778076,0.11608463400684775,3.3007008598092633,True,True
21,220000,0.5137298107147217,0.48638081550598145,0.1321444191974192,3.150669002545206,True,True
22,230000,0.5373778343200684,0.5093929767608643,0.14902462447875,3.0136833937388925,True,True
23,240000,0.557077169418335,0.5309524536132812,0.16664123192862262,2.8881132523331052,True,True
24,250000,0.5802948474884033,0.549565315246582,0.18490782423714594,2.772588722239781,True,True
25,260000,0.6049237251281738,0.5724036693572998,0.20373708542605828,2.665950694461328,True,True
